Police Force,Easting,Northing,Casualty Severity,Vehicle Type,Date
Northumbria,432485,567168,Slight,Car,09/06/2017
Northumbria,440714,564113,Slight,Pedal Cycle,09/06/2017
Northumbria,436457,562905,Slight,Taxi/Private hire car,10/06/2017
Northumbria,426765,581260,Slight,Goods Vehicle - Unknown Weight,10/06/2017
Northumbria,427003,604127,Serious,Motorcycle - Unknown cc,10/06/2017
Northumbria,429188,581881,Slight,Car,10/06/2017
Northumbria,429188,581881,Slight,Car,10/06/2017
Northumbria,430194,555014,Slight,Car,10/06/2017
Northumbria,430194,555014,Slight,Car,10/06/2017
Northumbria,426513,576865,Slight,Bus or coach (17 or more passenger seats),10/06/2017
Northumbria,425178,564017,Serious,Car,10/06/2017
Northumbria,406290,561164,Serious,Pedal Cycle,11/06/2017
Northumbria,421257,564954,Slight,Car,11/06/2017
Northumbria,421257,564954,Slight,Car,11/06/2017
Northumbria,421257,564954,Slight,Car,11/06/2017
Northumbria,436549,565608,Serious,Car,11/06/2017
Northumbria,436549,565608,Serious,Car,11/06/2017
Northumbria,436549,565608,Slight,Car,11/06/2017
Northumbria,436549,565608,Slight,Car,11/06/2017
Northumbria,440933,554824,Slight,Car,11/06/2017
Northumbria,440933,554824,Slight,Car,11/06/2017
Northumbria,440933,554824,Slight,Car,11/06/2017
Northumbria,434787,569838,Slight,Motorcycle over 500cc,12/06/2017
Northumbria,434787,569838,Slight,Car,12/06/2017
Northumbria,437972,565215,Slight,Car,12/06/2017
Northumbria,425263,564536,Slight,Car,12/06/2017
Northumbria,432112,556637,Slight,Car,12/06/2017
Northumbria,423119,567807,Slight,Car,12/06/2017
Northumbria,426990,562279,Slight,Pedal Cycle,12/06/2017
Northumbria,425913,564539,Slight,Pedal Cycle,12/06/2017
Northumbria,421867,564716,Slight,Pedal Cycle,12/06/2017
Northumbria,399466,653510,Slight,Car,13/06/2017
Northumbria,421702,578388,Slight,Car,13/06/2017
Northumbria,424376,568151,Slight,Car,14/06/2017
Northumbria,429685,556390,Serious,Car,14/06/2017
Northumbria,418513,565948,Slight,Car,14/06/2017
Northumbria,433823,560827,Serious,Motorcycle - Unknown cc,14/06/2017
Northumbria,425882,577079,Serious,Pedal Cycle,14/06/2017
Northumbria,424038,567966,Slight,Car,15/06/2017
Northumbria,424038,567966,Slight,Car,15/06/2017
Northumbria,424038,567966,Slight,Car,15/06/2017
Northumbria,424038,567966,Slight,Car,15/06/2017
Northumbria,427240,555244,Slight,Bus or coach (17 or more passenger seats),15/06/2017
Northumbria,420924,562310,Slight,Motorcycle over 500cc,15/06/2017
Northumbria,429996,567607,Slight,Car,15/06/2017
Northumbria,427332,559015,Slight,Car,15/06/2017
Northumbria,407004,640134,Slight,Goods vehicle 7.5 tonnes mgw and over,15/06/2017
Northumbria,425771,564943,Slight,Pedal Cycle,16/06/2017
Northumbria,428280,555837,Serious,Motorcycle over 500cc,16/06/2017
Northumbria,433804,554476,Serious,Car,16/06/2017
Northumbria,439978,558068,Slight,Car,16/06/2017
Northumbria,426444,564502,Slight,Motorcycle over 50cc and up to 125cc,17/06/2017
Northumbria,440564,560481,Slight,Car,17/06/2017
Northumbria,423566,574514,Slight,Bus or coach (17 or more passenger seats),17/06/2017
Northumbria,423255,564629,Slight,Bus or coach (17 or more passenger seats),17/06/2017
Northumbria,418903,593432,Slight,Car,17/06/2017
Northumbria,391843,562335,Slight,Car,17/06/2017
Northumbria,420255,563151,Slight,Motorcycle over 500cc,17/06/2017
Northumbria,439141,557097,Serious,Car,17/06/2017
Northumbria,439141,557097,Slight,Car,17/06/2017
Northumbria,425139,582149,Slight,Motorcycle over 50cc and up to 125cc,17/06/2017
Northumbria,425139,582149,Slight,Car,17/06/2017
Northumbria,436811,566128,Slight,Car,17/06/2017
Northumbria,436379,555594,Slight,Car,17/06/2017
Northumbria,424860,607253,Serious,Motorcycle over 500cc,18/06/2017
Northumbria,427562,587688,Slight,Taxi/Private hire car,18/06/2017
Northumbria,439506,565259,Slight,Pedal Cycle,18/06/2017
Northumbria,415930,588351,Serious,Car,18/06/2017
Northumbria,415930,588351,Slight,Car,18/06/2017
Northumbria,384052,632690,Slight,Goods Vehicle - Unknown Weight,19/06/2017
Northumbria,424257,569486,Slight,Car,19/06/2017
Northumbria,398425,654130,Slight,Car,19/06/2017
Northumbria,370572,564019,Slight,Car,19/06/2017
Northumbria,432921,556854,Slight,Car,19/06/2017
Northumbria,367582,555334,Slight,Car,19/06/2017
Northumbria,367582,555334,Slight,Car,19/06/2017
Northumbria,424489,578545,Slight,Car,20/06/2017
Northumbria,427189,555819,Slight,Pedal Cycle,20/06/2017
Northumbria,427864,579085,Serious,Motorcycle over 50cc and up to 125cc,20/06/2017
Northumbria,395083,574571,Slight,Car,20/06/2017
Northumbria,436237,555540,Slight,Car,20/06/2017
Northumbria,424449,567460,Slight,Bus or coach (17 or more passenger seats),20/06/2017
Northumbria,424049,560955,Slight,Pedal Cycle,20/06/2017
Northumbria,425694,592392,Serious,Motorcycle over 50cc and up to 125cc,20/06/2017
Northumbria,430949,555452,Slight,Car,20/06/2017
Northumbria,426769,560253,Slight,Car,20/06/2017
Northumbria,421131,565583,Serious,Pedal Cycle,20/06/2017
Northumbria,426303,565342,Serious,Car,20/06/2017
Northumbria,433744,563547,Slight,Car,20/06/2017
Northumbria,439688,558001,Slight,Car,21/06/2017
Northumbria,430794,562951,Slight,Car,21/06/2017
Northumbria,429477,566241,Slight,Car,22/06/2017
Northumbria,430677,583430,Slight,Car,22/06/2017
Northumbria,430677,583430,Slight,Car,22/06/2017
Northumbria,427145,556485,Slight,Car,22/06/2017
Northumbria,397187,569019,Slight,Pedal Cycle,22/06/2017
Northumbria,424314,563307,Slight,Car,22/06/2017
Northumbria,414823,594665,Slight,Car,23/06/2017
Northumbria,425619,581958,Slight,Bus or coach (17 or more passenger seats),23/06/2017
Northumbria,425572,566250,Slight,Taxi/Private hire car,24/06/2017
Northumbria,425572,566250,Serious,Taxi/Private hire car,24/06/2017
Northumbria,430506,561072,Slight,Bus or coach (17 or more passenger seats),24/06/2017
Northumbria,433760,560967,Serious,Car,24/06/2017
Northumbria,429010,556700,Slight,Car,24/06/2017
Northumbria,425591,581368,Serious,Motorcycle over 500cc,24/06/2017
Northumbria,425591,581368,Serious,Motorcycle over 500cc,24/06/2017
Northumbria,421123,560977,Slight,Car,24/06/2017
Northumbria,439527,556800,Slight,Car,24/06/2017
Northumbria,428637,561964,Slight,Bus or coach (17 or more passenger seats),25/06/2017
Northumbria,421897,564855,Serious,Car,25/06/2017
Northumbria,421897,564855,Serious,Car,25/06/2017
Northumbria,421897,564855,Serious,Car,25/06/2017
Northumbria,421897,564855,Slight,Car,25/06/2017
Northumbria,421897,564855,Serious,Car,25/06/2017
Northumbria,421897,564855,Slight,Car,25/06/2017
Northumbria,430204,557478,Slight,Pedal Cycle,25/06/2017
Northumbria,425441,563527,Serious,Bus or coach (17 or more passenger seats),25/06/2017
Northumbria,430309,554633,Slight,Motorcycle over 500cc,25/06/2017
Northumbria,425236,561797,Slight,Pedal Cycle,25/06/2017
Northumbria,426278,563196,Slight,Car,26/06/2017
Northumbria,436100,566197,Slight,Car,26/06/2017
Northumbria,399510,653430,Slight,Taxi/Private hire car,26/06/2017
Northumbria,422561,562722,Slight,Bus or coach (17 or more passenger seats),26/06/2017
Northumbria,422561,562722,Slight,Bus or coach (17 or more passenger seats),26/06/2017
Northumbria,422561,562722,Slight,Bus or coach (17 or more passenger seats),26/06/2017
Northumbria,422561,562722,Slight,Bus or coach (17 or more passenger seats),26/06/2017
Northumbria,427793,586404,Slight,Car,26/06/2017
Northumbria,427793,586404,Slight,Car,26/06/2017
Northumbria,423379,565264,Slight,Car,27/06/2017
Northumbria,432993,568690,Slight,Car,27/06/2017
Northumbria,431137,553562,Slight,Car,27/06/2017
Northumbria,438182,565174,Slight,Car,27/06/2017
Northumbria,420550,566770,Slight,Car,27/06/2017
Northumbria,426133,574419,Slight,Car,27/06/2017
Northumbria,422432,591736,Slight,Car,27/06/2017
Northumbria,424322,563675,Slight,Car,28/06/2017
Northumbria,424322,563675,Slight,Car,28/06/2017
Northumbria,421346,563665,Serious,Pedal Cycle,28/06/2017
Northumbria,426958,574636,Slight,Car,28/06/2017
Northumbria,425389,563888,Slight,Goods Vehicle - Unknown Weight,28/06/2017
Northumbria,425389,563888,Slight,Goods Vehicle - Unknown Weight,28/06/2017
Northumbria,415678,557723,Slight,Pedal Cycle,28/06/2017
Northumbria,430051,576289,Slight,Bus or coach (17 or more passenger seats),28/06/2017
Northumbria,435689,565090,Slight,Car,28/06/2017
Northumbria,438680,557042,Slight,Car,28/06/2017
Northumbria,438680,557042,Slight,Car,28/06/2017
Northumbria,428341,555014,Slight,Car,28/06/2017
Northumbria,429509,564830,Slight,Car,28/06/2017
Northumbria,429509,564830,Slight,Car,28/06/2017
Northumbria,438052,556406,Slight,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,29/06/2017
Northumbria,429779,556459,Slight,Car,29/06/2017
Northumbria,429522,558546,Slight,Pedal Cycle,29/06/2017
Northumbria,370947,605016,Slight,Car,29/06/2017
Northumbria,436862,552993,Slight,Pedal Cycle,29/06/2017
Northumbria,425529,562965,Slight,Car,30/06/2017
Northumbria,421979,566172,Slight,Car,30/06/2017
Northumbria,422070,568058,Slight,Car,30/06/2017
Northumbria,432161,578618,Slight,Car,30/06/2017
Northumbria,422610,564518,Slight,Car,30/06/2017
Northumbria,425973,559730,Serious,Car,30/06/2017
Northumbria,425973,559730,Slight,Car,30/06/2017
Northumbria,426618,557555,Slight,Car,30/06/2017
Northumbria,427043,564836,Slight,Car,30/06/2017
Northumbria,430376,567738,Slight,Car,30/06/2017
Northumbria,429702,556564,Serious,Motorcycle over 50cc and up to 125cc,30/06/2017
Northumbria,435787,566323,Slight,Car,01/07/2017
Northumbria,438576,562259,Serious,Car,01/07/2017
Northumbria,428644,557063,Serious,Car,01/07/2017
Northumbria,428644,557063,Serious,Car,01/07/2017
Northumbria,424153,561903,Slight,Motorcycle - Unknown cc,01/07/2017
Northumbria,431777,579518,Slight,Car,01/07/2017
Northumbria,431777,579518,Slight,Car,01/07/2017
Northumbria,428633,570217,Serious,Car,01/07/2017
Northumbria,436202,555545,Slight,Car,01/07/2017
Northumbria,427255,587765,Slight,Car,01/07/2017
Northumbria,417532,561929,Serious,Car,02/07/2017
Northumbria,426509,563748,Slight,Pedal Cycle,02/07/2017
Northumbria,432899,565584,Serious,Car,02/07/2017
Northumbria,426729,566393,Slight,Car,02/07/2017
Northumbria,426729,566393,Slight,Car,02/07/2017
Northumbria,426729,566393,Slight,Car,02/07/2017
Northumbria,426729,566393,Slight,Car,02/07/2017
Northumbria,436342,571339,Slight,Other Vehicle,02/07/2017
Northumbria,427630,582960,Slight,Car,02/07/2017
Northumbria,435430,547509,Slight,Car,02/07/2017
Northumbria,434526,557247,Slight,Car,02/07/2017
Northumbria,438332,553790,Slight,Pedal Cycle,02/07/2017
Northumbria,427839,586970,Slight,Car,02/07/2017
Northumbria,423242,561159,Slight,Car,03/07/2017
Northumbria,435972,559042,Serious,Motorcycle over 125cc and up to 500cc,03/07/2017
Northumbria,427181,574732,Slight,Bus or coach (17 or more passenger seats),03/07/2017
Northumbria,427181,574732,Slight,Car,03/07/2017
Northumbria,424269,569276,Slight,Car,03/07/2017
Northumbria,416459,563849,Slight,Car,04/07/2017
Northumbria,416459,563849,Slight,Car,04/07/2017
Northumbria,428716,584113,Slight,Car,04/07/2017
Northumbria,428716,584113,Slight,Car,04/07/2017
Northumbria,428716,584113,Slight,Car,04/07/2017
Northumbria,426952,571224,Slight,Car,04/07/2017
Northumbria,422274,625043,Slight,Car,04/07/2017
Northumbria,433611,554250,Serious,Car,04/07/2017
Northumbria,426901,567133,Slight,Pedal Cycle,04/07/2017
Northumbria,423980,564150,Slight,Car,04/07/2017
Northumbria,424101,560933,Slight,Car,04/07/2017
Northumbria,399474,652420,Slight,Motorcycle 50cc and Under,04/07/2017
Northumbria,436913,557087,Serious,Pedal Cycle,05/07/2017
Northumbria,418499,565695,Slight,Car,05/07/2017
Northumbria,426190,567101,Serious,Car,06/07/2017
Northumbria,439565,556796,Serious,Bus or coach (17 or more passenger seats),06/07/2017
Northumbria,426890,571781,Slight,Pedal Cycle,06/07/2017
Northumbria,425266,564608,Slight,Car,06/07/2017
Northumbria,429818,586458,Slight,Car,06/07/2017
Northumbria,429818,586458,Slight,Car,06/07/2017
Northumbria,423175,564621,Slight,Car,06/07/2017
Northumbria,436869,565428,Slight,Pedal Cycle,07/07/2017
Northumbria,424327,558650,Slight,Car,07/07/2017
Northumbria,424327,558650,Slight,Car,07/07/2017
Northumbria,430246,566209,Slight,Car,07/07/2017
Northumbria,412205,632321,Slight,Car,07/07/2017
Northumbria,412205,632321,Slight,Car,07/07/2017
Northumbria,412205,632321,Slight,Car,07/07/2017
Northumbria,412205,632321,Slight,Car,07/07/2017
Northumbria,429387,565599,Slight,Car,08/07/2017
Northumbria,431875,555739,Slight,Car,08/07/2017
Northumbria,427197,562277,Slight,Car,08/07/2017
Northumbria,422873,561690,Slight,Motorcycle - Unknown cc,08/07/2017
Northumbria,422585,563864,Slight,Car,08/07/2017
Northumbria,393910,576543,Serious,Motorcycle over 500cc,08/07/2017
Northumbria,434536,549878,Slight,Car,08/07/2017
Northumbria,429453,578999,Slight,Other Vehicle,08/07/2017
Northumbria,429453,578999,Serious,Pedal Cycle,08/07/2017
Northumbria,435081,563430,Slight,Taxi/Private hire car,08/07/2017
Northumbria,420518,566742,Slight,Car,09/07/2017
Northumbria,420518,566742,Slight,Car,09/07/2017
Northumbria,425037,564104,Slight,Taxi/Private hire car,09/07/2017
Northumbria,420257,563087,Slight,Car,09/07/2017
Northumbria,420257,563087,Slight,Car,09/07/2017
Northumbria,430486,563048,Slight,Car,09/07/2017
Northumbria,430486,563048,Slight,Car,09/07/2017
Northumbria,429303,581428,Slight,Motorcycle - Unknown cc,09/07/2017
Northumbria,431817,571342,Slight,Bus or coach (17 or more passenger seats),10/07/2017
Northumbria,426725,604113,Serious,Motorcycle over 50cc and up to 125cc,10/07/2017
Northumbria,425485,565447,Slight,Car,10/07/2017
Northumbria,421947,564701,Slight,Pedal Cycle,10/07/2017
Northumbria,404433,601477,Serious,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,10/07/2017
Northumbria,404433,601477,Slight,Car,10/07/2017
Northumbria,426911,568648,Slight,Car,10/07/2017
Northumbria,440634,553210,Slight,Car,10/07/2017
Northumbria,440634,553210,Slight,Car,10/07/2017
Northumbria,431938,579629,Slight,Car,10/07/2017
Northumbria,431938,579629,Slight,Car,10/07/2017
Northumbria,431938,579629,Slight,Car,10/07/2017
Northumbria,428507,570903,Serious,Pedal Cycle,11/07/2017
Northumbria,426612,557549,Slight,Car,11/07/2017
Northumbria,425932,564313,Slight,Pedal Cycle,12/07/2017
Northumbria,434202,567056,Slight,Pedal Cycle,12/07/2017
Northumbria,420203,614189,Serious,Pedal Cycle,12/07/2017
Northumbria,420203,614189,Slight,Car,12/07/2017
Northumbria,422655,565180,Slight,Car,12/07/2017
Northumbria,432119,569058,Serious,Car,12/07/2017
Northumbria,402357,563709,Slight,Car,13/07/2017
Northumbria,418439,587278,Slight,Motorcycle over 500cc,13/07/2017
Northumbria,426806,568775,Slight,Car,13/07/2017
Northumbria,405732,641621,Serious,Car,13/07/2017
Northumbria,405732,641621,Serious,Car,13/07/2017
Northumbria,405732,641621,Serious,Car,13/07/2017
Northumbria,424220,563504,Slight,Car,13/07/2017
Northumbria,424220,563504,Slight,Car,13/07/2017
Northumbria,432803,567264,Slight,Car,14/07/2017
Northumbria,434666,571104,Slight,Pedal Cycle,14/07/2017
Northumbria,437167,558808,Slight,Pedal Cycle,14/07/2017
Northumbria,436387,561306,Slight,Car,14/07/2017
Northumbria,436387,561306,Slight,Car,14/07/2017
Northumbria,421460,571421,Slight,Car,14/07/2017
Northumbria,430201,555008,Slight,Car,15/07/2017
Northumbria,430201,555008,Slight,Car,15/07/2017
Northumbria,375373,564249,Serious,Motorcycle over 500cc,15/07/2017
Northumbria,414715,563518,Serious,Car,15/07/2017
Northumbria,424352,563834,Serious,Car,16/07/2017
Northumbria,430512,566740,Serious,Car,17/07/2017
Northumbria,434761,555176,Slight,Car,17/07/2017
Northumbria,436310,567168,Slight,Bus or coach (17 or more passenger seats),17/07/2017
Northumbria,424558,559820,Slight,Car,17/07/2017
Northumbria,425073,565217,Slight,Car,17/07/2017
Northumbria,427121,582588,Serious,Pedal Cycle,17/07/2017
Northumbria,433814,560649,Slight,Motorcycle over 500cc,17/07/2017
Northumbria,433814,560649,Serious,Motorcycle over 500cc,17/07/2017
Northumbria,424361,563827,Serious,Car,17/07/2017
Northumbria,424342,563333,Slight,Car,18/07/2017
Northumbria,436937,545648,Serious,Car,18/07/2017
Northumbria,425839,561532,Slight,Car,18/07/2017
Northumbria,427595,582168,Slight,Pedal Cycle,18/07/2017
Northumbria,426376,604135,Slight,Car,18/07/2017
Northumbria,424716,564724,Slight,Bus or coach (17 or more passenger seats),18/07/2017
Northumbria,438431,553247,Serious,Car,18/07/2017
Northumbria,406346,601856,Slight,Car,18/07/2017
Northumbria,428045,587378,Slight,Car,18/07/2017
Northumbria,434842,555150,Slight,Car,18/07/2017
Northumbria,426647,564109,Slight,Car,18/07/2017
Northumbria,426430,592909,Slight,Motorcycle over 500cc,18/07/2017
Northumbria,427140,564801,Slight,Taxi/Private hire car,18/07/2017
Northumbria,420273,565387,Slight,Pedal Cycle,18/07/2017
Northumbria,427045,568390,Slight,Car,19/07/2017
Northumbria,440561,555972,Slight,Car,19/07/2017
Northumbria,393631,563939,Slight,Car,19/07/2017
Northumbria,434416,573689,Slight,Motorcycle over 500cc,20/07/2017
Northumbria,438053,555856,Slight,Car,20/07/2017
Northumbria,398862,585728,Serious,Motorcycle over 500cc,20/07/2017
Northumbria,422903,570202,Slight,Car,20/07/2017
Northumbria,422541,569835,Slight,Car,20/07/2017
Northumbria,422541,569835,Slight,Car,20/07/2017
Northumbria,434157,568456,Slight,Bus or coach (17 or more passenger seats),20/07/2017
Northumbria,415898,569052,Slight,Pedal Cycle,20/07/2017
Northumbria,420136,583963,Slight,Car,21/07/2017
Northumbria,426988,566545,Slight,Pedal Cycle,21/07/2017
Northumbria,439250,556803,Slight,Pedal Cycle,21/07/2017
Northumbria,433145,566359,Slight,Car,21/07/2017
Northumbria,439562,556796,Slight,Bus or coach (17 or more passenger seats),21/07/2017
Northumbria,435446,546882,Slight,Pedal Cycle,21/07/2017
Northumbria,419734,562397,Serious,Pedal Cycle,22/07/2017
Northumbria,418088,614014,Serious,Motorcycle over 125cc and up to 500cc,22/07/2017
Northumbria,440916,555565,Slight,Car,22/07/2017
Northumbria,428762,564658,Slight,Car,22/07/2017
Northumbria,428762,564658,Slight,Car,22/07/2017
Northumbria,413772,563645,Slight,Car,23/07/2017
Northumbria,426388,562540,Slight,Car,23/07/2017
Northumbria,426388,562540,Slight,Car,23/07/2017
Northumbria,420050,563772,Serious,Car,23/07/2017
Northumbria,438544,557078,Serious,Car,23/07/2017
Northumbria,436017,564664,Slight,Car,23/07/2017
Northumbria,425916,564541,Serious,Motorcycle - Unknown cc,24/07/2017
Northumbria,428267,555510,Slight,Car,24/07/2017
Northumbria,439690,557910,Slight,Bus or coach (17 or more passenger seats),24/07/2017
Northumbria,426895,566558,Serious,Pedal Cycle,25/07/2017
Northumbria,421889,562738,Slight,Bus or coach (17 or more passenger seats),25/07/2017
Northumbria,429270,557688,Slight,Other Vehicle,25/07/2017
Northumbria,414803,563556,Slight,Car,25/07/2017
Northumbria,414803,563556,Slight,Car,25/07/2017
Northumbria,429217,560278,Slight,Car,25/07/2017
Northumbria,429217,560278,Slight,Car,25/07/2017
Northumbria,420633,566152,Serious,Motorcycle over 50cc and up to 125cc,26/07/2017
Northumbria,420633,566152,Serious,Motorcycle over 50cc and up to 125cc,26/07/2017
Northumbria,421146,587350,Slight,Pedal Cycle,26/07/2017
Northumbria,436822,552815,Slight,Car,26/07/2017
Northumbria,436822,552815,Slight,Car,26/07/2017
Northumbria,425716,562585,Slight,Car,26/07/2017
Northumbria,425716,562585,Slight,Car,26/07/2017
Northumbria,425716,562585,Slight,Car,26/07/2017
Northumbria,425716,562585,Slight,Car,26/07/2017
Northumbria,427869,564759,Slight,Motorcycle over 50cc and up to 125cc,26/07/2017
Northumbria,424267,569494,Slight,Car,26/07/2017
Northumbria,373656,559661,Serious,Car,26/07/2017
Northumbria,425019,564705,Slight,Bus or coach (17 or more passenger seats),26/07/2017
Northumbria,430929,581269,Serious,Car,27/07/2017
Northumbria,424676,564664,Slight,Bus or coach (17 or more passenger seats),27/07/2017
Northumbria,430863,579094,Slight,Car,27/07/2017
Northumbria,421338,568581,Slight,Car,27/07/2017
Northumbria,430644,556175,Slight,Bus or coach (17 or more passenger seats),27/07/2017
Northumbria,430644,556175,Slight,Bus or coach (17 or more passenger seats),27/07/2017
Northumbria,425581,581578,Serious,Goods Vehicle - Unknown Weight,28/07/2017
Northumbria,424495,564056,Slight,Bus or coach (17 or more passenger seats),28/07/2017
Northumbria,424245,579993,Serious,Car,28/07/2017
Northumbria,424245,579993,Serious,Car,28/07/2017
Northumbria,424623,561879,Slight,Pedal Cycle,28/07/2017
Northumbria,427078,566100,Slight,Car,28/07/2017
Northumbria,423297,563769,Slight,Goods Vehicle - Unknown Weight,28/07/2017
Northumbria,437115,565684,Slight,Car,28/07/2017
Northumbria,424722,566429,Slight,Car,28/07/2017
Northumbria,429893,554219,Serious,Motorcycle over 500cc,29/07/2017
Northumbria,429893,554219,Slight,Motorcycle over 500cc,29/07/2017
Northumbria,426175,566077,Slight,Car,29/07/2017
Northumbria,433285,565058,Slight,Car,29/07/2017
Northumbria,424320,568771,Slight,Pedal Cycle,30/07/2017
Northumbria,431648,568853,Slight,Car,31/07/2017
Northumbria,431648,568853,Slight,Car,31/07/2017
Northumbria,437812,564369,Slight,Pedal Cycle,31/07/2017
Northumbria,436965,564820,Slight,Car,31/07/2017
Northumbria,421099,567682,Slight,Car,31/07/2017
Northumbria,432045,563065,Slight,Car,31/07/2017
Northumbria,438575,555565,Slight,Bus or coach (17 or more passenger seats),01/08/2017
Northumbria,429140,567681,Serious,Car,01/08/2017
Northumbria,429140,567681,Slight,Car,01/08/2017
Northumbria,429140,567681,Slight,Car,01/08/2017
Northumbria,433225,567341,Serious,Car,01/08/2017
Northumbria,417953,607261,Slight,Car,01/08/2017
Northumbria,397828,571158,Serious,Goods vehicle 7.5 tonnes mgw and over,01/08/2017
Northumbria,434328,561212,Slight,Car,01/08/2017
Northumbria,434328,561212,Slight,Car,01/08/2017
Northumbria,433391,550533,Slight,Car,01/08/2017
Northumbria,427383,566848,Slight,Car,01/08/2017
Northumbria,434513,564068,Slight,Car,01/08/2017
Northumbria,418185,587761,Slight,Pedal Cycle,02/08/2017
Northumbria,437492,564298,Slight,Car,02/08/2017
Northumbria,433698,569839,Serious,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,02/08/2017
Northumbria,427118,564158,Slight,Car,02/08/2017
Northumbria,397750,600010,Slight,Motorcycle over 500cc,02/08/2017
Northumbria,430906,566356,Serious,Motorcycle over 50cc and up to 125cc,02/08/2017
Northumbria,422324,569483,Slight,Car,02/08/2017
Northumbria,422324,569483,Slight,Car,02/08/2017
Northumbria,404558,561260,Serious,Car,03/08/2017
Northumbria,432492,552643,Slight,Car,03/08/2017
Northumbria,432492,552643,Slight,Car,03/08/2017
Northumbria,432492,552643,Slight,Car,03/08/2017
Northumbria,419982,565111,Slight,Car,03/08/2017
Northumbria,419756,611693,Slight,Car,03/08/2017
Northumbria,419756,611693,Serious,Car,03/08/2017
Northumbria,419756,611693,Serious,Car,03/08/2017
Northumbria,397336,652402,Serious,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,04/08/2017
Northumbria,419819,565941,Slight,Taxi/Private hire car,04/08/2017
Northumbria,428017,564446,Slight,Bus or coach (17 or more passenger seats),04/08/2017
Northumbria,436308,568564,Serious,Motorcycle over 50cc and up to 125cc,04/08/2017
Northumbria,426663,569767,Serious,Car,05/08/2017
Northumbria,387467,638564,Slight,Car,05/08/2017
Northumbria,428000,587811,Serious,Car,05/08/2017
Northumbria,436541,565831,Slight,Bus or coach (17 or more passenger seats),05/08/2017
Northumbria,413716,599361,Slight,Car,05/08/2017
Northumbria,413716,599361,Serious,Car,05/08/2017
Northumbria,413716,599361,Slight,Car,05/08/2017
Northumbria,436041,566964,Slight,Taxi/Private hire car,05/08/2017
Northumbria,420286,565371,Slight,Car,05/08/2017
Northumbria,437279,564228,Slight,Car,06/08/2017
Northumbria,437279,564228,Slight,Car,06/08/2017
Northumbria,382425,561369,Slight,Motorcycle over 500cc,06/08/2017
Northumbria,430963,568063,Serious,Bus or coach (17 or more passenger seats),06/08/2017
Northumbria,440624,554725,Slight,Car,06/08/2017
Northumbria,422593,576175,Serious,Car,06/08/2017
Northumbria,422593,576175,Slight,Car,06/08/2017
Northumbria,422593,576175,Serious,Car,06/08/2017
Northumbria,433071,563750,Slight,Motorcycle - Unknown cc,06/08/2017
Northumbria,427049,568384,Slight,Car,07/08/2017
Northumbria,420166,583722,Slight,Car,07/08/2017
Northumbria,420166,583722,Slight,Car,07/08/2017
Northumbria,420166,583722,Slight,Car,07/08/2017
Northumbria,430391,575489,Slight,Car,07/08/2017
Northumbria,435567,563941,Slight,Car,07/08/2017
Northumbria,423850,609940,Slight,Car,07/08/2017
Northumbria,423850,609940,Slight,Car,07/08/2017
Northumbria,425966,560918,Slight,Car,07/08/2017
Northumbria,436246,562020,Slight,Bus or coach (17 or more passenger seats),07/08/2017
Northumbria,427972,587525,Slight,Car,07/08/2017
Northumbria,431706,569680,Slight,Car,08/08/2017
Northumbria,418555,564954,Serious,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,08/08/2017
Northumbria,427054,568350,Serious,Motorcycle over 50cc and up to 125cc,08/08/2017
Northumbria,434017,560149,Slight,Car,08/08/2017
Northumbria,439312,550746,Slight,Car,08/08/2017
Northumbria,439312,550746,Serious,Car,08/08/2017
Northumbria,439312,550746,Slight,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,08/08/2017
Northumbria,439312,550746,Serious,Goods vehicle 3.5 tonnes maximum gross weight (mgw) and under,08/08/2017
Northumbria,384968,564285,Serious,Car,08/08/2017
Northumbria,384968,564285,Slight,Car,08/08/2017
Northumbria,384968,564285,Serious,Car,08/08/2017
Northumbria,419882,562528,Slight,Car,08/08/2017
Northumbria,428896,586650,Serious,Car,08/08/2017
Northumbria,434393,570587,Slight,Pedal Cycle,09/08/2017
Northumbria,428497,561382,Slight,Other Vehicle,09/08/2017
Northumbria,419703,586216,Slight,Motorcycle over 500cc,09/08/2017
Northumbria,427658,564411,Slight,Bus or coach (17 or more passenger seats),09/08/2017
Northumbria,424759,564740,Slight,Bus or coach (17 or more passenger seats),09/08/2017
Northumbria,425976,574703,Slight,Car,09/08/2017
Northumbria,418553,566046,Slight,Car,09/08/2017
Northumbria,418553,566046,Slight,Bus or coach (17 or more passenger seats),09/08/2017
Northumbria,433528,548188,Serious,Car,09/08/2017
Northumbria,433528,548188,Serious,Car,09/08/2017
Northumbria,438351,557512,Slight,Car,09/08/2017
Northumbria,436331,571300,Slight,Motorcycle over 50cc and up to 125cc,09/08/2017
Northumbria,439388,556644,Serious,Car,09/08/2017
Northumbria,393737,563521,Slight,Motorcycle over 500cc,09/08/2017
Northumbria,423287,567469,Serious,Car,10/08/2017
Northumbria,423287,567469,Serious,Car,10/08/2017
Northumbria,421268,564942,Slight,Pedal Cycle,10/08/2017
